ActualText	ActualWords	FileName	PredWords	PredictedText	actual_word	deletions	hits	insertions	mer	miss_pred_word	substitutions	wer	wil	wip
এ জাতীয় ফুলের	['এ', 'জাতীয়', 'ফুলের']	03add60a53	['এ', 'জাতীয়', 'ফুলের']	এ জাতীয় ফুলের	[]	0.0	3.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
একইসাথে তিনি বলেছেন	['একইসাথে', 'তিনি', 'বলেছেন']	03ae5230c8	['একই', 'সাথে', 'তিনি', 'বলেছেন']	একই সাথে তিনি বলেছেন	['একইসাথে']	0.0	2.0	1.0	0.5	['একই', 'সাথে']	1.0	0.67	0.67	0.33
নিজের অস্তিত্বকে টিকিয়ে রাখতে	['নিজের', 'অস্তিত্বকে', 'টিকিয়ে', 'রাখতে']	03ae578a6c	['নিজের', 'অস্তিত্বকে', 'টিকিয়ে', 'রাখতে']	নিজের অস্তিত্বকে টিকিয়ে রাখতে	[]	0.0	4.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
নিজেকে ইসলামের	['নিজেকে', 'ইসলামের']	03ae5f1c0c	['নিজেকে', 'ইসলামের']	নিজেকে ইসলামের	[]	0.0	2.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
গুড নাইট এস এম এস	['গুড', 'নাইট', 'এস', 'এম', 'এস']	03aea8f9e7	['গুড', 'নাইট', 'এসএমএস']	গুড নাইট এসএমএস	['এম', 'এস']	2.0	2.0	0.0	0.6	['এসএমএস']	1.0	0.6	0.73	0.27
জগত সৃষ্টি হওয়ার তত্ত্বে	['জগত', 'সৃষ্টি', 'হওয়ার', 'তত্ত্বে']	03af384eb9	['জগৎ', 'সৃষ্টি', 'হওয়ার', 'তথ্য']	জগৎ সৃষ্টি হওয়ার তথ্য	['তত্ত্বে', 'জগত']	0.0	2.0	0.0	0.5	['জগৎ', 'তথ্য']	2.0	0.5	0.75	0.25
ইতিমধ্যেই শুরু হয়ে গেছে	['ইতিমধ্যেই', 'শুরু', 'হয়ে', 'গেছে']	03afe364af	['ইতিমধ্যেই', 'শুরু', 'হয়ে', 'গেছে']	ইতিমধ্যেই শুরু হয়ে গেছে	[]	0.0	4.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
সোমবার সকাল ছটা থেকে	['সোমবার', 'সকাল', 'ছটা', 'থেকে']	03b041411e	['সোমবার', 'সকাল', 'ছয়টা', 'থেকে']	সোমবার সকাল ছয়টা থেকে	['ছটা']	0.0	3.0	0.0	0.25	['ছয়টা']	1.0	0.25	0.44	0.56
কালান্তক লাল ফিতা	['কালান্তক', 'লাল', 'ফিতা']	03b0500929	['কালান্তক', 'লাল', 'ফিতা']	কালান্তক লাল ফিতা	[]	0.0	3.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
মন্ত্রমুগ্ধ করে রাখে	['মন্ত্রমুগ্ধ', 'করে', 'রাখে']	03b07f56fe	['মন্ত্রমুগ্ধ', 'করে', 'রাখে']	মন্ত্রমুগ্ধ করে রাখে	[]	0.0	3.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
বড়দের প্রতি নন	['বড়দের', 'প্রতি', 'নন']	03b1099e52	['বড়দের', 'প্রতি', 'নন']	বড়দের প্রতি নন	[]	0.0	3.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
বিদেহীর খোঁজে রবীন্দ্রনাথ	['বিদেহীর', 'খোঁজে', 'রবীন্দ্রনাথ']	03b1303ff6	['বিদেশীর', 'খোঁজে', 'রবীন্দ্রনাথ']	বিদেশীর খোঁজে রবীন্দ্রনাথ	['বিদেহীর']	0.0	2.0	0.0	0.33	['বিদেশীর']	1.0	0.33	0.56	0.44
সর্বস্তরের মানুষের মধ্যে	['সর্বস্তরের', 'মানুষের', 'মধ্যে']	03b15987ac	['সর্বস্তরের', 'মানুষের', 'মধ্যে']	সর্বস্তরের মানুষের মধ্যে	[]	0.0	3.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
ড: মুহাম্মদ ইউনূস, ড: অমর্ত্য সেন	['ড', 'মুহাম্মদ', 'ইউনূস', 'ড', 'অমর্ত্য', 'সেন']	03b162cd61	['ডঃ', 'মুহাম্মদ', 'ইউনুস', 'ডঃ', 'অমর্ত্য', 'সেন']	ডঃ মুহাম্মদ ইউনুস ডঃ অমর্ত্য সেন	['ড', 'ইউনূস']	0.0	3.0	0.0	0.5	['ডঃ', 'ইউনুস']	3.0	0.5	0.75	0.25
মেয়ে পাবে কম ভাগ	['মেয়ে', 'পাবে', 'কম', 'ভাগ']	03b170ef76	['মেয়ে', 'পাবে', 'কম', 'ভাগ']	মেয়ে পাবে কম ভাগ	[]	0.0	4.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
বীরাঙ্গনাদের কল্যাণে	['বীরাঙ্গনাদের', 'কল্যাণে']	03b18e4059	['বীরাঙ্গনাদের', 'কল্যাণে']	বীরাঙ্গনাদের কল্যাণে	[]	0.0	2.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
রিমান্ড আবেদন করা হয়নি’	['রিমান্ড', 'আবেদন', 'করা', 'হয়নি']	03b1daa09c	['রিমান্ড', 'আবেদন', 'করা', 'হয়নি']	রিমান্ড আবেদন করা হয়নি	[]	0.0	4.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
দ্রুপদ রাজার সঙ্গে	['দ্রুপদ', 'রাজার', 'সঙ্গে']	03b249bb4d	['দ্রুপদ', 'রাজার', 'সঙ্গে']	দ্রুপদ রাজার সঙ্গে	[]	0.0	3.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
সঙ্গীতে অবদানের জন্য স্বাধীনতা পদক ও নজরুল একাডেমী পদকসহ বহু সম্মাননা পেয়েছেন সোহরাব হোসেন।	['সঙ্গীতে', 'অবদানের', 'জন্য', 'স্বাধীনতা', 'পদক', 'ও', 'নজরুল', 'একাডেমী', 'পদকসহ', 'বহু', 'সম্মাননা', 'পেয়েছেন', 'সোহরাব', 'হোসেন']	03b2888c84	['সংগীতে', 'অবদানের', 'জন্য', 'স্বাধীনতা', 'পদক', 'ও', 'নজরুল', 'একাডেমী', 'পদক', 'সহ', 'বহু', 'সম্মাননা', 'পেয়েছেন', 'সোহরাব', 'হোসেন']	সংগীতে অবদানের জন্য স্বাধীনতা পদক ও নজরুল একাডেমী পদক সহ বহু সম্মাননা পেয়েছেন সোহরাব হোসেন	['সঙ্গীতে', 'পদকসহ']	0.0	12.0	1.0	0.2	['সহ', 'সংগীতে']	2.0	0.21	0.31	0.69
বিশেষ জনপ্রিয়তা অর্জন করেন	['বিশেষ', 'জনপ্রিয়তা', 'অর্জন', 'করেন']	03b2ea8340	['বিশেষ', 'জনপ্রিয়তা', 'অর্জন', 'করেন']	বিশেষ জনপ্রিয়তা অর্জন করেন	[]	0.0	4.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
দেখানোর জন্য	['দেখানোর', 'জন্য']	03b3026750	['দেখানোর', 'জন্য']	দেখানোর জন্য	[]	0.0	2.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
হোয়াইট হাউজের একজন মুখপাত্র জানাচ্ছেন সিরিয়ার রাসায়নিক অস্ত্র নিয়ে চলতি সপ্তাহেই একটি গোয়েন্দা প্রতিবেদন প্রকাশ করতে যাচ্ছে তারা।	['হোয়াইট', 'হাউজের', 'একজন', 'মুখপাত্র', 'জানাচ্ছেন', 'সিরিয়ার', 'রাসায়নিক', 'অস্ত্র', 'নিয়ে', 'চলতি', 'সপ্তাহেই', 'একটি', 'গোয়েন্দা', 'প্রতিবেদন', 'প্রকাশ', 'করতে', 'যাচ্ছে', 'তারা']	03b30eb31e	['হোয়াইট', 'হাউজের', 'একজন', 'মুখপাত্র', 'জানাচ্ছেন', 'সিরিয়ার', 'রাসায়নিক', 'অস্ত্র', 'নিয়ে', 'চলতি', 'সপ্তাহেই', 'একটি', 'গোয়েন্দা', 'প্রতিবেদন', 'প্রকাশ', 'করতে', 'যাচ্ছে', 'তারা']	হোয়াইট হাউজের একজন মুখপাত্র জানাচ্ছেন সিরিয়ার রাসায়নিক অস্ত্র নিয়ে চলতি সপ্তাহেই একটি গোয়েন্দা প্রতিবেদন প্রকাশ করতে যাচ্ছে তারা	[]	0.0	18.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
ব্রাহ্মণ্য সংস্কৃতি	['ব্রাহ্মণ্য', 'সংস্কৃতি']	03b3a0c269	['ব্রাহ্মণ্য', 'সংস্কৃতি']	ব্রাহ্মণ্য সংস্কৃতি	[]	0.0	2.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
জরিমানা দিতে হবে	['জরিমানা', 'দিতে', 'হবে']	03b3df16b3	['জরিমানা', 'দিতে', 'হবে']	জরিমানা দিতে হবে	[]	0.0	3.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
তাদের কাছে থাকা	['তাদের', 'কাছে', 'থাকা']	03b3e1195c	['তাদের', 'কাছে', 'থাকা']	তাদের কাছে থাকা	[]	0.0	3.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
তবে এসময়েও দেখা যাচ্ছে	['তবে', 'এসময়েও', 'দেখা', 'যাচ্ছে']	03b4011581	['তবে', 'এ', 'সময়', 'দেখা', 'যাচ্ছে']	তবে এ সময় দেখা যাচ্ছে	['এসময়েও']	0.0	3.0	1.0	0.4	['এ', 'সময়']	1.0	0.5	0.55	0.45
জন্ম ১৯৪৪, লিসবন, পর্তুগাল	['জন্ম', '১৯৪৪', 'লিসবন', 'পর্তুগাল']	03b45ccdb6	['জন্ম', '1934', 'লিসবন', 'পর্তুগাল']	জন্ম 1934 লিসবন পর্তুগাল	['১৯৪৪']	0.0	3.0	0.0	0.25	['1934']	1.0	0.25	0.44	0.56
বলেছেন, আকসু যেভাবে	['বলেছেন', 'আকসু', 'যেভাবে']	03b460207d	['বলেছেন', '100', 'যেভাবে']	বলেছেন 100 যেভাবে	['আকসু']	0.0	2.0	0.0	0.33	['100']	1.0	0.33	0.56	0.44
যাত্রীর ব্যাগ থেকে	['যাত্রীর', 'ব্যাগ', 'থেকে']	03b50cd691	['যাত্রীর', 'ব্যাগ', 'থেকে']	যাত্রীর ব্যাগ থেকে	[]	0.0	3.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
একালেও শক্তিশালী	['একালেও', 'শক্তিশালী']	03b5d4deb6	['একালে', 'ও', 'শক্তিশালী']	একালে ও শক্তিশালী	['একালেও']	0.0	1.0	1.0	0.67	['ও', 'একালে']	1.0	1.0	0.83	0.17
জুতোর এমনি গুণ	['জুতোর', 'এমনি', 'গুণ']	03b5ee1fef	['জুতোর', 'এমনি', 'গুন']	জুতোর এমনি গুন	['গুণ']	0.0	2.0	0.0	0.33	['গুন']	1.0	0.33	0.56	0.44
ভারতীয় উপমহাদেশ	['ভারতীয়', 'উপমহাদেশ']	03b6185900	['ভারতীয়', 'উপমহাদেশ']	ভারতীয় উপমহাদেশ	[]	0.0	2.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
সমুদ্রে গোসল করতে নেমে	['সমুদ্রে', 'গোসল', 'করতে', 'নেমে']	03b65a1ba8	['সমুদ্রে', 'গোসল', 'করতে', 'নেমে']	সমুদ্রে গোসল করতে নেমে	[]	0.0	4.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
বাঘাবাড়ি	['বাঘাবাড়ি']	03b6782186	['বাঘাবাড়ী']	বাঘাবাড়ী	['বাঘাবাড়ি']	0.0	0.0	0.0	1.0	['বাঘাবাড়ী']	1.0	1.0	1.0	0.0
মলমূত্র ত্যাগ করে	['মলমূত্র', 'ত্যাগ', 'করে']	03b6b02cca	['মলমূত্র', 'ত্যাগ', 'করে']	মলমূত্র ত্যাগ করে	[]	0.0	3.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
ঢাকার অন্যতম একটি বাণিজ্যিক এলাকা	['ঢাকার', 'অন্যতম', 'একটি', 'বাণিজ্যিক', 'এলাকা']	03b6e11e33	['ঢাকার', 'অন্যতম', 'একটি', 'বাণিজ্যিক', 'এলাকা']	ঢাকার অন্যতম একটি বাণিজ্যিক এলাকা	[]	0.0	5.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
বিশেষ ভঙ্গিতে	['বিশেষ', 'ভঙ্গিতে']	03b75063b1	['বিশেষ', 'ভঙ্গিতে']	বিশেষ ভঙ্গিতে	[]	0.0	2.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
যার-পর-নাই	['যার-পর-নাই']	03b790609b	['যারপরনাই']	যারপরনাই	['যার-পর-নাই']	0.0	0.0	0.0	1.0	['যারপরনাই']	1.0	1.0	1.0	0.0
অকুল সমুদ্রে পড়ল	['অকুল', 'সমুদ্রে', 'পড়ল']	03b8018048	['অকূল', 'সমুদ্রে', 'পড়ল']	অকূল সমুদ্রে পড়ল	['অকুল']	0.0	2.0	0.0	0.33	['অকূল']	1.0	0.33	0.56	0.44
তখন দর্শকদের	['তখন', 'দর্শকদের']	03b868e880	['তখন', 'দর্শকদের']	তখন দর্শকদের	[]	0.0	2.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
ধরা হয়ে যায়	['ধরা', 'হয়ে', 'যায়']	03b8bcac85	['ধারা', 'হয়ে', 'যায়']	ধারা হয়ে যায়	['ধরা']	0.0	2.0	0.0	0.33	['ধারা']	1.0	0.33	0.56	0.44
অনেক ক্ষোভ ছিল তার	['অনেক', 'ক্ষোভ', 'ছিল', 'তার']	03b8f837e1	['অনেক', 'ক্ষোভ', 'ছিল', 'তার']	অনেক ক্ষোভ ছিল তার	[]	0.0	4.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
বর্তমান একবিংশ শতাব্দীতে	['বর্তমান', 'একবিংশ', 'শতাব্দীতে']	03b94d6194	['বর্তমান', 'একবিংশ', 'শতাব্দীতে']	বর্তমান একবিংশ শতাব্দীতে	[]	0.0	3.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
খেলোয়াড়রা যেন	['খেলোয়াড়রা', 'যেন']	03b9a0498b	['খেলোয়াড়রা', 'জানো']	খেলোয়াড়রা জানো	['যেন']	0.0	1.0	0.0	0.5	['জানো']	1.0	0.5	0.75	0.25
